주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 시간(분 단위),버스 추가 단위 요금,일 최대 요금,위도,경도
1512161,소파로케이블카앞 관광버스전용 주차장(시),중구 회현동1가 1-15,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,2026-04-07 13:36,Y,유료,Y,유료,0,1.11401E+12,0,0,0,0,0,0,0,0,0,37.5551304,126.9836902
1512225,진양상가노상공영주차장(구),중구 인현동2가 181-0 0,NS,노상 주차장,1,시간제 주차장,02)2280-8367,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,500,0000,0000,2019-06-10 10:29,N,무료,Y,유료,250000,1.11401E+12,500,5,500,5,0,0,0,0,0,,
1512340,중곡복개천 공영주차장(B)(구),광진구 중곡동 277-20,NS,노상 주차장,1,시간제 주차장,02-2049-4535,0,미연계중,1,Y,유료,N,야간 미개방,0900,1800,0900,1500,0000,0000,2019-06-10 10:29,N,무료,Y,유료,100000,1.12151E+12,200,5,200,5,0,0,0,0,0,,
1512341,중곡복개천 공영주차장(구),광진구 중곡동 150-196,NS,노상 주차장,1,시간제 주차장,02-2049-4535,0,미연계중,1,Y,유료,N,야간 미개방,0900,1800,0900,1500,0000,0000,2019-06-10 10:29,N,무료,Y,유료,100000,1.12151E+12,200,5,200,5,0,0,0,0,0,,
1513907,신성시장길공영노상주차장(구),광진구 중곡동 83-16,NS,노상 주차장,1,시간제 주차장,02-456-2591,0,미연계중,1,Y,유료,N,야간 미개방,0900,1800,0900,1500,0000,0000,2019-06-10 10:58,N,무료,Y,유료,100000,1.12151E+12,250,5,250,5,0,0,0,0,0,,
1515928,송림 기사식당길 공영주차장(구),광진구 자양동 794-0,NS,노상 주차장,1,시간제 주차장,02-2049-4540,0,미연계중,1,Y,유료,N,야간 미개방,0900,1800,0900,1500,0000,0000,2019-06-10 10:57,N,무료,Y,유료,90000,1.12151E+12,200,5,200,5,0,0,0,0,0,,
1521355,천호2동제2(구),강동구 천호동 431-2,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0900,2000,0900,2000,0900,2000,2019-06-10 10:57,N,무료,N,무료,0,1.17401E+12,250,5,0,0,0,0,0,0,0,,
1522168,주양쇼핑앞 노상주차장(구),강동구 명일동 51-1,NS,노상 주차장,3,시간제 + 거주자 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,2023-12-22 17:28,N,무료,N,무료,,1.17401E+12,250,5,3000,60,0,0,0,0,,,
1522176,주양쇼핑옆 노상주차장(구),강동구 명일동 47-21,NS,노상 주차장,3,시간제 + 거주자 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,2023-12-22 15:49,N,무료,N,무료,,1.17401E+12,250,5,3000,60,0,0,0,0,0,,
1525590,가산중앞(구),금천구 독산동 300-26,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0830,1900,0000,0000,0000,0000,2019-06-10 10:55,Y,유료,Y,유료,130000,1.15451E+12,250,5,0,0,0,0,0,0,15000,,
1526725,가산디지털환승(구),금천구 가산동 35-2,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0830,1900,0000,0000,0000,0000,2019-06-10 10:52,Y,유료,Y,유료,65000,1.15451E+12,150,5,0,0,0,0,0,0,10000,,
1526743,LG텔레콤(구),금천구 가산동 60-36,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0830,1900,1000,1800,1000,1900,2019-06-10 10:52,N,무료,N,무료,130000,1.15451E+12,250,5,0,0,0,0,0,0,15000,,
1526747,SJ테크노빌(구),금천구 가산동 60-19,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0830,1900,1000,1800,1000,1900,2019-06-10 10:52,N,무료,N,무료,130000,1.15451E+12,250,5,0,0,0,0,0,0,15000,,
1527979,사조냉장-무등실업(구),금천구 독산동 303-2,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0830,1900,0000,0000,0000,0000,2019-06-10 10:50,Y,유료,Y,유료,130000,1.15451E+12,250,5,0,0,0,0,0,0,15000,,
1530271,방배중앙로 노상공영주차장(구),서초구 방배동 760-3,NS,노상 주차장,1,시간제 주차장,080-703-6000,0,미연계중,1,Y,유료,N,야간 미개방,1000,2000,0000,0000,0000,0000,2026-04-27 9:56,Y,유료,Y,유료,0,1.16501E+12,250,5,250,5,0,0,0,0,0,,
1536637,마장축산물시장 남문(구),성동구 마장동 805-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2019-06-10 11:18,N,무료,Y,유료,80000,1.12001E+12,250,5,250,5,0,0,0,0,10000,,
1538694,성수역 3번출구 앞(구),성동구 성수동2가 276-5,NS,노상 주차장,1,시간제 주차장,02-2204-7970,0,미연계중,1,Y,유료,N,야간 미개방,0900,1800,0900,1500,0000,0000,2021-08-20 13:37,N,무료,Y,유료,80000,1.12001E+12,250,5,250,5,0,0,0,0,10000,,
1538796,장한평자동차시장 노상공영주차장(구),성동구 용답동 225-13,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2019-06-10 11:02,N,무료,Y,유료,80000,1.12001E+12,250,5,250,5,0,0,0,0,10000,,
1538943,KT성수분국 앞(구),성동구 성수동2가 277-43,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0900,1800,0900,1500,0000,0000,2021-08-20 11:29,N,무료,Y,유료,80000,1.12001E+12,250,5,250,5,0,0,0,0,10000,,
1538950,"신정1,3동 복개(구)",양천구 신정동 1031-0,NS,노상 주차장,1,시간제 주차장,02-2645-1158,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1300,0000,0000,2019-06-10 11:03,N,무료,Y,유료,70000,1.14701E+12,150,5,300,10,0,0,0,0,9000,,
1538954,파리공원(구),양천구 목동 906-1,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2019-06-10 11:03,N,무료,Y,유료,0,1.14701E+12,150,5,150,5,0,0,0,0,0,,
1538961,신정4동길(구),양천구 신정동 902-0,NS,노상 주차장,1,시간제 주차장,02-2695-8597,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1300,0000,0000,2019-06-10 11:03,N,무료,Y,유료,130000,1.14701E+12,150,5,300,10,0,0,0,0,9000,,
1540609,신월1동저지복개2구역(구),양천구 신월동 90-1,NS,노상 주차장,1,시간제 주차장,02-2698-1386,0,미연계중,1,Y,유료,N,야간 미개방,0900,1900,0900,1300,0000,0000,2019-06-10 11:02,N,무료,Y,유료,70000,1.14701E+12,150,5,300,10,0,0,0,0,9000,,
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56994305,127.0285368
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56966691,127.02953
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57113461,127.0243643
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56949163,127.0310929
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57124569,127.0239851
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57042673,127.0268535
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57022784,127.0275426
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57105793,127.0246277
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56947993,127.0306898
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57111555,127.0244304
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57013219,127.0278747
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56968917,127.032102
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57128857,127.0238544
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57005221,127.0281475
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56949519,127.0311603
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56996095,127.0284724
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56970941,127.0321679
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57035077,127.0271156
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56960013,127.0297912
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56964958,127.0295935
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56999733,127.0283437
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56982614,127.0289389
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57120709,127.0241163
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56956771,127.0316363
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56965106,127.0319702
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57003431,127.0282134
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57040831,127.0269194
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56948495,127.030895
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57001582,127.0282785
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.5703699,127.0270508
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.569582,127.0317007
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56948109,127.0308261
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56958462,127.0298555
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57066837,127.0259826
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56968418,127.0294644
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56950946,127.0312951
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56954629,127.031506
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.570293,127.0273133
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56955581,127.0315704
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56967011,127.0320361
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56984463,127.0288752
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57096583,127.0249412
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57118824,127.024181
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57092531,127.0250856
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57024745,127.027473
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57031229,127.0272469
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57014999,127.0278105
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56997884,127.0284066
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56970146,127.0293987
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57109603,127.0244974
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.56959748,127.0317651
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57107723,127.0245618
1540689,청계8(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,2026-04-07 11:39,N,무료,Y,유료,150000,1.12001E+12,450,5,450,5,0,0,0,0,0,37.57060722,127.0261918
